"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","wine_type","Year1"
"10041","Riesling Trocken 2018","Germany","Rheinhessen","P. J. Valckenberg",3.8,82,6.2,"blanco","2018"
"10042","Benchmark Chardonnay 2014","Australia","Barossa","Grant Burge",3.2,82,6.95,"blanco","2014"
"10043","Chardonnay Bourgogne 2016","France","Bourgogne","Ropiteau Freres",3.6,82,12.08,"blanco","2016"
"10044","Moonlite Toscana 2018","Italy","Toscana","Rocca delle Macìe",3.7,82,9.99,"blanco","2018"
"10045","Gris 2009","Italy","Friuli Isonzo","Lis Neris",4,82,44.28,"blanco","2009"
"10046","Grüner Veltliner Loiser Berg 2016","Austria","Kamptal","Weingut Bründlmayer",3.6,82,18.5,"blanco","2016"
"10047","Grüner Sylvaner Trocken 2016","Germany","Rheinhessen","Battenfeld Spanier",3.9,82,12.19,"blanco","2016"
"10048","Hallgartener Hendelberg Riesling Trocken 2017","Germany","Rheingau","Peter Jakob Kühn",4,82,24,"blanco","2017"
"10049","Gavi Riserva 2016","Italy","Gavi","La Raia",4,82,18.5,"blanco","2016"
"10050","Sauvignon Blanc 2017","Italy","Friuli Isonzo","I Feudi di Romans",3.8,83,14.53,"blanco","2017"
"10051","Villa Blanche Chardonnay 2019","France","Pays d'Oc","Calmel & Joseph",3.8,83,6.77,"blanco","2019"
"10052","Chassagne-Montrachet Blanc 2017","France","Chassagne-Montrachet","Joseph Drouhin",4.2,83,58.39,"blanco","2017"
"10053","Jesuitengarten GG 2012","Germany","Pfalz","Reichsrat von Buhl",4.3,83,42,"blanco","2012"
"10054","Modello Pinot Grigio 2019","Italy","Veneto","Masi",3.8,83,8.99,"blanco","2019"
"10055","Terroir Series Sauvignon Blanc 2019","New Zealand","Marlborough","Brancott Estate",4,83,12.1,"blanco","2019"
"10056","Fransola 2018","Spain","Penedès","Torres",3.8,83,23.75,"blanco","2018"
"10057","Scharzhofberger Riesling Kabinett 2011","Germany","Mosel","Bischöfliche Weingüter Trier",3.8,83,9.64,"blanco","2011"
"10058","Riesling Federspiel Terrassen 2019","Austria","Wachau","Domäne Wachau",3.7,83,9.49,"blanco","2019"
"10059","Graacher Himmelreich Riesling Kabinett 2018","Germany","Mosel","Willi Schaefer",3.9,83,17.9,"blanco","2018"
"10060","Terre d'Argence Gard 2016","France","Coteaux du Pont du Gard","Château Mourgues du Grès",3.8,83,12.9,"blanco","2016"
"10061","L'Elfo Pinot Grigio 2018","Italy","Veneto","Sacchetto",3.6,83,5.9,"blanco","2018"
"10062","Terlaner Classico 2019","Italy","Südtirol - Alto Adige","Terlan (Terlano)",4,83,12.89,"blanco","2019"
"10063","Piano dei Daini Etna Bianco 2017","Italy","Etna","Tenute Bosco",3.8,83,24.73,"blanco","2017"
"10064","Johannisberger Riesling Trocken 2017","Germany","Rheingau","Prinz von Hessen",3.8,83,11.31,"blanco","2017"
"10065","Spätburgunder Blanc de Noir 2018","Germany","Ahr","Jean Stodden",3.6,83,12.4,"blanco","2018"
"10066","Seven Flags Chardonnay 2017","South Africa","Elgin","Paul Cluver",4.4,83,53.35,"blanco","2017"
"10067","Chardonnay (Barrel Fermented) 2018","South Africa","Breede River Valley","Bergsig Estate",3.7,83,9.25,"blanco","2018"
"10068","Saint-Joseph Blanc 2016","France","Saint-Joseph","E. Guigal",3.7,84,25.92,"blanco","2016"
"10069","Lugana 2019","Italy","Lugana","Ottella",3.8,84,9.3,"blanco","2019"
"10070","Podium Verdicchio dei Castelli di Jesi Classico Superiore 2017","Italy","Verdicchio dei Castelli di Jesi","Garofoli",3.7,84,14.9,"blanco","2017"
"10071","Kalkmergel Riesling Trocken 2017","Germany","Pfalz","Knipser",3.9,84,15.38,"blanco","2017"
"10072","Bourgogne Chardonnay 2017","France","Bourgogne","Olivier Leflaive",3.8,84,19.99,"blanco","2017"
"10073","Château-Thébaud 2015","France","Muscadet-Sevre et Maine","Pépière",3.9,84,18.9,"blanco","2015"
"10074","Gavi 2018","Italy","Gavi","Cascina la Doria",3.4,84,8.93,"blanco","2018"
"10075","Val dei Molini Custoza 2018","Italy","Bianco di Custoza","Cantina di Custoza",3.4,84,7.3,"blanco","2018"
"10076","Villa Cordevigo Bianco 2016","Italy","Rosso Veronese","Villabella",4.3,84,19.07,"blanco","2016"
"10077","Randemar Blanc De Blancs 2016","Spain","Binissalem-Mallorca","Tianna Negre",3.5,84,8.99,"blanco","2016"
"10078","Les Princes Abbés Pinot Gris Alsace 2017","France","Alsace","Domaines Schlumberger",3.8,84,11.6,"blanco","2017"
"10079","Chardonnay - Weissburgunder Trocken 2018","Germany","Pfalz","Knipser",3.6,84,13.15,"blanco","2018"
"10080","Garnacha Blanca 2018","Spain","Rioja","La Maldita",3.8,84,8.7,"blanco","2018"
"10081","Pinot Gris Alsace Signature 2018","France","Alsace","Wolfberger",3.9,85,7.66,"blanco","2018"
"10082","Viognier 2018","France","Côtes de Thongue","Domaine Montrose",3.6,85,8.68,"blanco","2018"
"10083","Grüner Veltliner vom Haus 2019","Austria","Niederösterreich","Weingut R&A Pfaffl",3.8,85,7.5,"blanco","2019"
"10084","Vineyard Selection Chardonnay (Barrel Fermented) 2019","South Africa","Western Cape","Kleine Zalze",3.9,85,11.5,"blanco","2019"
"10085","Pinot Grigio 2018","Italy","Colli Orientali del Friuli","Torre Rosazza",3.8,85,13.93,"blanco","2018"
"10086","Chardonnay 2016","United States","Washington","Red Diamond",3.6,85,14.13,"blanco","2016"
"10087","Barrel Fermented Chardonnay 2017","South Africa","Franschhoek","Holden Manz",4.1,85,23.95,"blanco","2017"
"10088","Agneau Bordeaux Blanc 2018","France","Bordeaux","Baron Philippe de Rothschild",3.2,85,6.05,"blanco","2018"
"10089","Gewürztraminer 2019","Italy","Südtirol - Alto Adige","Wilhelm Walch",3.8,85,11,"blanco","2019"
"10090","Viognier 2015","Australia","South Australia","Oxford Landing",3.2,85,8.78,"blanco","2015"
"10091","Sauvignon Blanc 2019","South Africa","Paarl","Niel Joubert",3.7,85,5.56,"blanco","2019"
"10092","Kinheimer Rosenberg Riesling Kabinett 2015","Germany","Mosel","Markus Molitor",3.9,85,15.95,"blanco","2015"
"10093","Conde de Valdemar Blanco 2018","Spain","Rioja","Bodegas Valdemar",3.5,86,8.19,"blanco","2018"
"10094","Schlossberg 2016","Germany","Rheingau","Schloss Vollrads",3.9,86,27.78,"blanco","2016"
"10095","Cà del Lago Lugana 2018","Italy","Lugana","Villabella",3.8,86,11.9,"blanco","2018"
"10096","Leiwener Riesling Trocken 2018","Germany","Mosel","Josef Rosch",3.9,86,8.69,"blanco","2018"
"10097","Perlato del Bosco Toscana Vermentino 2018","Italy","Toscana","Tua Rita",3.7,86,14.43,"blanco","2018"
"10098","Via Edetana Blanca 2018","Spain","Terra Alta","Edetària",3.9,86,12.32,"blanco","2018"
"10099","Cellar Selection Unoaked Chardonnay 2019","South Africa","Stellenbosch","Kleine Zalze",3.3,86,8.7,"blanco","2019"
"10100","Il Mandorlo Gavi 2016","Italy","Gavi","Tenuta San Pietro",4.2,86,16.95,"blanco","2016"
"10101","SL Riesling Kabinett 2016","Germany","Mosel","Schloss Lieser",3.7,86,12.95,"blanco","2016"
"10102","Le Phant Blanc 2014","New Zealand","Hawke's Bay","Elephant Hill",3.5,86,19.9,"blanco","2014"
"10103","Wehlener Sonnenuhr Riesling Spätlese 2015","Germany","Mosel","Markus Molitor",4,86,22.95,"blanco","2015"
"10104","Il Forte Gavi 2018","Italy","Gavi","Produttori del Gavi",3.8,86,10.57,"blanco","2018"
"10105","Grillo 2018","Italy","Terre Siciliane","Feudi Branciforti dei Bordonaro",3.5,86,8.44,"blanco","2018"
"10106","Grauburgunder 2018","Germany","Pfalz","Friedrich Becker",3.9,86,9.26,"blanco","2018"
"10107","Chardonnay 2019","South Africa","Paarl","Glen Carlou",4.2,86,14.5,"blanco","2019"
"10108","Chardonnay (Monovitigno) 2018","Italy","Venezia Giulia","di Lenardo",3.6,87,10.59,"blanco","2018"
"10109","Le Vaglie Verdicchio dei Castelli di Jesi Classico 2019","Italy","Verdicchio dei Castelli di Jesi","Azienda Santa Barbara - Stefano Antonucci",4.1,87,11.3,"blanco","2019"
"10110","Wehlener Sonnenuhr Riesling Auslese 2016","Germany","Wehlen","Joh. Jos. Prüm",4.4,87,36.58,"blanco","2016"
"10111","Viognier de Rosine 2018","France","Collines Rhodaniennes","Michel & Stéphane Ogier",3.8,87,22.9,"blanco","2018"
"10112","Sulz Morillon 2015","Austria","Südsteiermark","Tement",3.9,87,24.9,"blanco","2015"
"10113","Ciari Sauvignon Blanc 2018","Italy","Venezia","Borgo Molino",3.9,87,10.8,"blanco","2018"
"10114","Pouilly-Fuissé 2018","France","Pouilly-Fuissé","Louis Latour",3.9,87,23.69,"blanco","2018"
"10115","Zeltinger Himmelreich Riesling Kabinett 2017","Germany","Mosel","Markus Molitor",3.9,87,17.18,"blanco","2017"
"10116","Branco 2017","Portugal","Alentejano","Cortes de Cima",3.9,87,13.6,"blanco","2017"
"10117","Weissburgunder 2018","Germany","Mosel","Van Volxem",4,87,12.69,"blanco","2018"
"10118","Villa Blanche Viognier 2018","France","Pays d'Oc","Calmel & Joseph",3.8,87,6.77,"blanco","2018"
"10119","Raif Sauvignon 2018","Italy","Vigneti delle Dolomiti","Castelfeder",3.8,87,12.48,"blanco","2018"
"10120","Montmains Chablis Premier Cru 2016","France","Chablis Premier Cru","Domaine du Chardonnay",3.8,87,27.5,"blanco","2016"
"10121","Sancerre Blanc 2018","France","Sancerre","Domaine la Barbotaine",4,87,13.78,"blanco","2018"
"10122","Capitel Foscarino 2018","Italy","Veneto","Anselmi",3.9,87,13.9,"blanco","2018"
"10123","Sauvignon Blanc 2018","New Zealand","Nelson","Seifried Estate",4.1,87,12.9,"blanco","2018"
"10124","El Transistor Verdejo 2018","Spain","Rueda","Telmo Rodriguez",3.8,87,17.9,"blanco","2018"
"10125","Silvaner Trocken 2018","Germany","Rheinhessen","Wittmann",3.6,87,9.09,"blanco","2018"
"10126","Rüdesheimer Berg Schlossberg Ehrenfels Riesling 2016","Germany","Rheingau","Leitz",4.1,88,38.99,"blanco","2016"
"10127","Quarzit Riesling Trocken 2018","Germany","Rheingau","Peter Jakob Kühn",4,88,17.5,"blanco","2018"
"10128","Scheurebe Trocken 2018","Germany","Rheinhessen","K.Wechsler",3.6,88,8.89,"blanco","2018"
"10129","Logan Chardonnay (Sleepy Hollow Vineyard) 2015","United States","Santa Lucia Highlands","Talbott",3.8,88,14.25,"blanco","2015"
"10130","Fausto Chardonnay 2013","Brazil","Serra Gaúcha","Pizzato",3.2,88,11.5,"blanco","2013"
"10131","Masseria dei Carmelitani Gavi 2019","Italy","Gavi","Vite Colte",4.1,88,9.11,"blanco","2019"
"10132","Grüner Veltliner Smaragd Achleiten 2018","Austria","Wachau","Domäne Wachau",4.2,88,26,"blanco","2018"
"10133","Grüner Veltliner Berg Vogelsang 2018","Austria","Kamptal","Weingut Bründlmayer",3.8,88,14.7,"blanco","2018"
"10134","Riesling Abtsberg GG 2017","Germany","Mosel","Maximin Grünhaus",4.1,88,29.15,"blanco","2017"
"10135","Two Blanc 2015","South Africa","Constantia","Constantia Glen",4.1,88,16.47,"blanco","2015"
"10136","Satellite Sancerre 2012","France","Sancerre","Alphonse Mellot",4.1,88,35,"blanco","2012"
"10137","Airén Semidulce 2018","Spain","Valdepeñas","Viña Albali",3.6,88,4.9,"blanco","2018"
"10138","Réserve Graves Blanc 2016","France","Graves","Mouton Cadet",3.6,88,12.6,"blanco","2016"
"10139","Dominio de Fontana Sauvignon Blanc - Verdejo 2019","Spain","Uclés","Bodegas Fontana",3.9,89,7.35,"blanco","2019"
"10140","Les Moulins de Turquant Blanc 2015","France","Saumur","Couly-Dutheil",3.9,89,13.69,"blanco","2015"
"10141","Wehlener Klosterberg Riesling Kabinett 2016","Germany","Mosel","Markus Molitor",3.5,89,17.95,"blanco","2016"
"10142","Verdeca Salento Petraluce 2018","Italy","Salento","Castello Monaci",3.9,89,7.2,"blanco","2018"
"10143","Saar Riesling Fuder 13 2017","Germany","Mosel","Van Volxem",3.8,89,36.56,"blanco","2017"
"10144","La Galopine Condrieu 2016","France","Condrieu","Delas",3.9,89,52.57,"blanco","2016"
"10145","Vom Schiefer Riesling Trocken 2017","Germany","Mosel","Ansgar Clüsserath",3.6,89,9.65,"blanco","2017"
"10146","Sauvignon Blanc 2019","South Africa","Durbanville","Durbanville Hills",3.7,89,7.6,"blanco","2019"
"10147","Sauvignon Blanc 2018","New Zealand","Marlborough","Tower Rock",3.8,89,7.77,"blanco","2018"
"10148","Porcupine Ridge Chenin Blanc 2016","South Africa","Franschhoek","Boekenhoutskloof",3.3,89,8.33,"blanco","2016"
"10149","Sauvignon Blanc 2018","South Africa","Stellenbosch","Reyneke",3.8,89,17.6,"blanco","2018"
"10150","Grauburgunder - Weissburgunder 2018","Germany","Pfalz","Weingut A. Diehl",3.5,89,6.59,"blanco","2018"
"10151","Mitzi Gelber Muskateller 2018","Austria","Südsteiermark","Gross",3.8,89,12.18,"blanco","2018"
"10152","Orchidea Sauvignon Blanc 2019","Spain","Navarra","Inurrieta",3.8,89,6,"blanco","2019"
"10153","Prachtstück Weiss 2018","Germany","Pfalz","Weingut Metzger",3.9,89,8.24,"blanco","2018"
"10154","Sauvignon Blanc Reserve 2017","United States","California","Dancing Bull",3.3,90,10.26,"blanco","2017"
"10155","Rotschiefer Riesling 2015","Germany","Mosel","Sorentberg",3.9,90,14.7,"blanco","2015"
"10156","Eric's Unoaked Chardonnay (Small Lot) 2017","United States","Livermore Valley","Wente",4.1,90,27.13,"blanco","2017"
"10157","White 2018","United States","Napa Valley","689 - Six Eight Nine",3.6,90,18.42,"blanco","2018"
"10158","Ockfener Bockstein Riesling Kabinett 2015","Germany","Mosel","Markus Molitor",4,90,17.29,"blanco","2015"
"10159","Sauvignon Blanc 2018","South Africa","Stellenbosch","Mulderbosch",3.7,90,12.48,"blanco","2018"
"10160","Crozes-Hermitage Blanc 2017","France","Crozes-Hermitage","E. Guigal",3.7,90,22.33,"blanco","2017"
"10161","Viognier 2019","South Africa","Walker Bay","Creation",3.9,91,12.99,"blanco","2019"
"10162","The King's Favour Sauvignon Blanc 2012","New Zealand","Marlborough","The Kings Series",3.6,91,13.9,"blanco","2012"
"10163","Gavi 2017","Italy","Monferrato","Ricossa",3.4,91,9.5,"blanco","2017"
"10164","Langhe Arneis 2018","Italy","Langhe","Fontanabianca",3.3,91,11.64,"blanco","2018"
"10165","Chablis 2016","France","Chablis","Château de Chemilly",4,91,15.5,"blanco","2016"
"10166","Vernaccia di San Gimignano 2018","Italy","Vernaccia di San Gimignano","Castello Montaùto",3.6,91,10.96,"blanco","2018"
"10167","Trebì Trebbiano d'Abruzzo 2018","Italy","Trebbiano d'Abruzzo","Talamonti",3.5,91,7.55,"blanco","2018"
"10168","Villa Di Chiesa Valli di Porto Pino 2017","Italy","Valli di Porto Pino","Santadi",4.2,91,18.9,"blanco","2017"
"10169","Steinterrassen 2016","Germany","Nahe","Gut Hermannsberg",4,91,23.5,"blanco","2016"
"10170","Lisboa Arinto 2019","Portugal","Lisboa","Paxis",3.5,91,4.8,"blanco","2019"
"10171","White Label Nik Weis Schiefer Riesling 2018","Germany","Mosel","St. Urbans-Hof",4,91,11.9,"blanco","2018"
"10172","Sancerre Les Romains 2017","France","Sancerre","Domaine Vacheron",4.1,91,42.9,"blanco","2017"
"10173","Clos du Four Mâcon-Milly-Lamartine 2014","France","Mâcon-Milly-Lamartine","Les Héritiers du Comte Lafon",3.8,92,34.54,"blanco","2014"
"10174","Les Caillardières Savennières 2016","France","Savennières","Domaine du Closel - Château des Vaults",4,92,34.8,"blanco","2016"
"10175","Bourgogne Cuvée Saint-Vincent Blanc 2016","France","Bourgogne","Vincent Girardin",3.7,92,16.9,"blanco","2016"
"10176","Gavi 2019","Italy","Gavi","Villa Sparina",3.9,92,13.5,"blanco","2019"
"10177","Montsant Acústic Blanc 2017","Spain","Montsant","Acustic Celler",3.9,92,13.82,"blanco","2017"
"10178","Grüner Veltliner Federspiel 2018","Austria","Wachau","Rudi Pichler",3.7,92,13.5,"blanco","2018"
"10179","Deidesheimer Kalkofen GG 2015","Germany","Pfalz","Von Winning",4.2,92,35.95,"blanco","2015"
"10180","Ribolla Gialla 2017","Italy","Colli Orientali del Friuli","Torre Rosazza",3.7,92,13.93,"blanco","2017"
"10181","Limited Selection Sauvignon Blanc 2019","Chile","Leyda Valley","Montes",3.6,92,7.94,"blanco","2019"
"10182","Vulkangestein Riesling Trocken 2016","Germany","Nahe","Schäfer-Fröhlich",3.8,92,15.1,"blanco","2016"
"10183","Aimery Chardonnay 2018","France","Pays d'Oc","Sieur d'Arques",3.3,92,5.75,"blanco","2018"
"10184","12 e Mezzo Malvasia del Salento 2019","Italy","Salento","Varvaglione",4,92,7.4,"blanco","2019"
"10185","Tianna Bocchoris Blanc 2014","Spain","Mallorca","Tianna Negre",3.7,93,16.59,"blanco","2014"
"10186","Terra Montosa Riesling 2018","Germany","Rheingau","Georg Breuer",3.9,93,18.9,"blanco","2018"
"10187","Felugan 2019","Italy","Lugana","Feliciana",4,93,9.95,"blanco","2019"
"10188","Clos du Rocher Terroir d'Exception Grand Cru Blanc 2018","Switzerland","Yvorne","Obrist",4.1,93,27.75,"blanco","2018"
"10189","Figure Libre Freestyle Blanc 2017","France","Pays d'Oc","Gayda",3.8,93,11.45,"blanco","2017"
"10190","Von Unserm Riesling Trocken 2018","Germany","Rheingau","Balthasar Ress",3.6,93,10.9,"blanco","2018"
"10191","Barrel Fermented White 2017","Spain","Rioja","Bodegas Amaren",3.8,93,12.57,"blanco","2017"
"10192","Etna Santo Spirito Bianco 2018","Italy","Etna","Tenuta delle Terre Nere",3.9,93,25.9,"blanco","2018"
"10193","Rotes Tor - Grüner Veltliner Federspiel 2019","Austria","Wachau","Franz Hirtzberger",4,93,19.9,"blanco","2019"
"10194","Zeltinger Himmelreich Riesling Kabinett 2017","Germany","Mosel","Selbach-Oster",3.9,93,14.35,"blanco","2017"
"10195","Glicine Bianco 2019","Italy","Terre Siciliane","Corvo",3.6,93,6.95,"blanco","2019"
"10196","Chenin Blanc (Free-Run Steen) 2019","South Africa","Coastal Region","MAN",3.5,93,5.74,"blanco","2019"
"10197","Vermentino di Sardegna 2018","Italy","Vermentino di Sardegna","Antichi Poderi Jerzu",3.5,93,7.9,"blanco","2018"
"10198","Gewürztraminer Alsace Signature 2018","France","Alsace","Wolfberger",3.9,94,9.13,"blanco","2018"
"10199","Noordhoek Sauvignon Blanc 2018","South Africa","Cape Town","Cape Point Vineyards",3.6,94,16.75,"blanco","2018"
"10200","Dominio de Fontana Chardonnay - Viura 2016","Spain","La Mancha","Bodegas Fontana",3.6,94,7.32,"blanco","2016"
"10201","Turmhof Sauvignon Blanc 2017","Italy","Südtirol - Alto Adige","Tiefenbrunner",3.9,94,14.99,"blanco","2017"
"10202","Gundian Albariño 2017","Spain","Rías Baixas","Adega Valdes",3.8,94,11.95,"blanco","2017"
"10203","Hohenmorgen GG 2012","Germany","Pfalz","Dr. Von Bassermann-Jordan",4,94,42.89,"blanco","2012"
"10204","Fantini Chardonnay 2018","Italy","Terre di Chieti","Farnese",3.4,94,5.25,"blanco","2018"
"10205","Straden Sauvignon Blanc 2018","Austria","Steiermark","Neumeister",3.8,94,14.45,"blanco","2018"
"10206","Pinot Grigio 2018","United States","California","Canyon Road",3.4,94,6.35,"blanco","2018"
"10207","Sauvignon Blanc 2019","New Zealand","Marlborough","Saint Clair",3.9,94,13.99,"blanco","2019"
"10208","Prestige Blanc 2019","France","Côtes de Provence","Minuty",4,94,18.79,"blanco","2019"
"10209","Riesling Trocken 2019","Germany","Rheingau","Leitz",3.7,94,8.94,"blanco","2019"
"10210","Laumersheimer Kapellenberg Trocken Riesling 2017","Germany","Pfalz","Knipser",3.7,94,11.65,"blanco","2017"
"10211","Catulliano Lugana 2019","Italy","Lugana","Pratello",3.7,95,8.2,"blanco","2019"
"10212","Old Vines Chenin Blanc 2017","South Africa","Paarl","Lievland Vineyards",3.9,95,12.99,"blanco","2017"
"10213","Grauer Burgunder Trocken 2015","Germany","Rheinhessen","Wittmann",3.4,95,11.21,"blanco","2015"
"10214","Hohen-Sülzen Riesling 2017","Germany","Rheinhessen","Battenfeld Spanier",3.9,95,16.9,"blanco","2017"
"10215","Adrianna Vineyard White Stones Chardonnay 2012","Argentina","Mendoza","Catena Zapata",4.2,95,79.68,"blanco","2012"
"10216","Prail Sauvignon 2015","Italy","Trentino-Alto Adige","Colterenzio (Schreckbichl)",3.8,95,13.6,"blanco","2015"
"10217","Afix Riesling 2015","Italy","delle Venezie","Jermann",3.7,95,18.38,"blanco","2015"
"10218","Gris 2008","Italy","Friuli Isonzo","Lis Neris",4.1,95,44.28,"blanco","2008"
"10219","Water Bend Chardonnay 2014","United States","Sonoma County","Geyser Peak",4,95,21,"blanco","2014"
"10220","La Griffe Bernard Chéreau Muscadet Sévre et Maine Sur Lie 2018","France","Muscadet-Sevre et Maine","Chéreau-Carré",3.7,95,7.52,"blanco","2018"
"10221","Haven Chardonnay 2016","South Africa","Coastal Region","Glen Carlou",3.6,96,8.9,"blanco","2016"
"10222","Prestige Lugana 2019","Italy","Lugana","Cà Maiol",3.8,96,10.6,"blanco","2019"
"10223","Meursault 1er Cru 'Blagny' Blanc 2016","France","Meursault 1er Cru 'Blagny'","Faiveley",4.4,96,63.9,"blanco","2016"
"10224","M Capriva Del Friuli 2016","Italy","Friuli-Venezia Giulia","Schiopetto",4.2,96,75.9,"blanco","2016"
"10225","Verdejo Castilla y León 2018","Spain","Castilla y León","Radio Boca",3.5,96,5.75,"blanco","2018"
"10226","RS Weissburgunder 2016","Germany","Baden","Salwey",3.8,96,17.16,"blanco","2016"
"10227","Castell De Raimat Chardonnay 2019","Spain","Costers del Segre","Raimat",3.7,96,8.32,"blanco","2019"
"10228","Pinot Grigio 2018","Italy","delle Venezie","Danzante",3.6,96,9.16,"blanco","2018"
"10229","Silvaner Trocken 2017","Germany","Rheinhessen","Wittmann",3.7,96,7.75,"blanco","2017"
"10230","La Segreta Il Bianco 2019","Italy","Sicilia","Planeta",3.5,96,7.66,"blanco","2019"
